label,question
3,물실 그래서 비대면도 안하는건가요?
3,물리학실험 대면 이거 가야되냐?ㄹㅇ???
3,물리학 실험 첫주부터 대면한다는데 중요한 가항들이 전달되고 뭐 한다고 하는데 일신고난 완공 안되서 첫주는 비대면으로 해야되는 사람들은 어떻게 하라는거지? 동영상으로 뭐 제공되는것도 알고 출결도 체크 안아는것도 아는데 그래도 교수가 참석하시기바랍니다라고 적어놨는데 학교측에서는 뭐라도 조치를 해야되는거 아니야?
3,물리실험이나 화학실험은 1~2주에도 대면이지?? 공지사항 보니까 자꾸 헷갈린다...
3,물리 실험 첫 수업부터 대면인거임? 학교 공문에선 2주동안은 비대면이라고 했잔어
3,목요일 시간표 실환가?? 이래도 되는거야...? 이동시간도 없이? 밥먹을 시간도 없이?
3,목요일 물실 ㅇㅅㅇ 교수님 수업 대면 맞지 않아?? bb에도 그렇게 나와있는데 대면 아니라는 얘기가 들리네…?
3,모스 지원한 사람 있음?
3,매스랩 수강신청해야하는데 교수님 어디서 알아보나요?
3,망한거지?
3,ㅁㅌㅊ?ㅋㅋㅋㅋ
3,ㅁㅌㅊ?
3,드론비즈니스개발 공지 안 떴는데 비대면이겠죠..?
3,드론 비즈니스 개발 괜찮나요? 강의평이 없어서
3,둘다 필수인데 이거 이동시간 가능??성호관에서 산학원까지 얼마나 걸리나요....
3,두 수업 사이에 다른 수업 듣는 건 무리겠지??밥을 먹어야 하니까
3,동아리 하시는 분들 보통 과동아리 해요 다른과랑 같이 하는 동아리 해요?
3,동아리 면접때 장기자랑 같은거 시키나...?
3,독일명작의 이해 공지 뜬거 있나요?? 오늘 정정으로 들어온 사람이라.. 아주bb 봐도 없긴하던데..
3,독일 명작의 이해 줌 들어가는 거야...? 왜 bb에 아~무것도 안 뜨지????????????????????? 뭐해야되는거야?????
3,대학생 용돈 얼마가 적당한거 같음? 통학이야
3,대학물리학 표지가 원서랑 번역본이랑 다른건가? 내가 잘못 찾은건가?
3,대책없이 시간별로 과목 하나씩만 골랐는데 이거 망한거?
3,대면인 수업도 2주동안은 우선 비대면인가요? 기숙사 3월중순에 가려고 했거든요ㅠ??
3,다른 교과목이 틈없이 연강이면 무조건 지각아님?어찌해야됨.....5분정도는 봐주나...
3,다들 친구 만드셨나요? 내일 혼밥할거 같네요
3,다들 전자 오티 끝나고 바로 감?
3,다들 몇학점 채움..?
3,다들 몇학점 들음? 난 21
3,다들 기숙사에서 머리 어디서 말리나요? 룸메 없을땐 경 방에서 말리는데 있을땐 어디서말리죠? 국제학사예오
3,다들 기숙사 입사했어??
3,다 정원초과 됐는데 어떡해..?
3,님들아 이거 강의 신청한거 취소하면 오늘 안들어도되는거죠?
3,뉴빈데예…학과 필수라매자리가 없는게 말이 되냐?
3,낼 영교 2개 잡을 수 있을까?
3,낼 여석 모르는데 걍 피방 안 가는 게 낫겠지?
3,내일 입학식 가는 사람???
3,내일 수강정정할때 보안번호 입력해놓고 신청눌러도 되나요?
3,내일 3시에 수업있는거 수강정정때 삭제하면 안들어가도 되나?
3,내꺼 어때??
3,내가 제일 최악일걸?
3,내가 영어를 너무 못해서 그런지 영어1 ㄷㄴㄷ교수님 수업 너무 빡센데? 나만 그런가 ㅠㅠ
3,내 수강목록에서 하나 삭제하면 바로 제 권한 밖으로 나가는건가요?지금 영교보다 더 좋은 영교잡고싶은데 괜히 삭제했다가 다 놓칠까 걱정되네요
3,남제 130_호 있어여??
3,남자인데 여자가 화장하기 귀찮아서 그냥 생얼로 왔다고 하면 저한테 관심이 없는건가요? 저는 생얼이든 화장하든 상관 없긴 한데 보통 여자가 관심있는 남자 만날 땐 좀 꾸민다고 들어서..
3,나만 정시 기숙사 아직 안 떴어?
3,나만 자동수강신청 어캐된건지 하나도 안나온거 아니지?다들 나왔다니까 불안하네
3,나만 영교 들을 학점 없어??오티때 선배들이 필수라고 한 과목들(전선
3,나만 리스닝 못하는거 아니지?그럴거라 믿어..영어울렁증있는데 ㅜ
3,나만 다 못했어?ㅠㅠㅠㅠ
3,나 지금 일어났는데 좆된거임 ? 자동수강 9점인데
3,나 영어 잘하는데 왜 영어1 됐지 수시라서 그런가??
3,ㄴㅋㄹㅅ 교수님이 뭐하라는지 알아들으신분?
3,기초과목 신청 실패하면 그냥 영교로 3개 들어도 ㄱㅊ?
3,기숙사비 입금할려는데 저만 이렇게 뜨나요..??
3,기숙사 짐 쌌는데 원래 일케 많음??캐리어 2+박스2+이불 ..
3,기계공학과 친구할 사람..??쪽지부탁할게
3,기계공학과 인스타하는 사람??맞팔할 사람 쪽지주라
3,기계 자동은 15학점만 신청되는거임?
3,기계 시간표 나온듯?
3,금요일 물실 대면이라 등교해야 하는디혹시 아침에 스쿨버스 서울에서도 내보내나?아니면 비대면이라고 운휴때리나학교도 모르겠다는 뉘앙스고 말도 안쓰였음
3,글쓰기 ㅅㅎㄹ 오늘 캠 켜야 돼요?
3,글쓰기 1시 30분 ㅊㄱㅇ 교수님꺼 시작했나요??
3,근디 수강신청 줍줍할때 여석 풀리는 시간은여석 생긴 뒤 일정시간 지나면 풀리는거 같던데그럼 교환은 어케 하는거임? 차피 시간 명시돼서 티켓팅 되는거 아님...?
3,근데여 경영대학이 영교 사회과학 들으면 아예 안 듣는 거랑 똑같은 건가요?? 학점이?
3,근데 첫날은 오티할텐데 1시간 15분동안 오티만함?
3,근데 지금 기숙사에는 혼자 있는 사람도 있는거야?
3,근데 저만 못 줍는거에요?? 나만 이렇게 하나 잡고 12학점으로 막내리나…
3,근데 오늘 수업하는데 아직 아주 bb에 아무것도 안 올라온 수업은 어떻게 하는 거지..?
3,근데 수강신청 탭 원래 수강신청 시간 전에 열려있는거야? 난 저번에 수강신청탭을 정각에 눌렀는데.. 설마 그래서 다 놓친건가
3,그럼 1-1 영어는 반이 영어1 / 영어2 / 고급영어1 / 고급영어2 순으로 높은 등급의 반이 존재하는거에요?
3,그니까 담주에 개강인데... 엑셀파일에 혼용수업 한다는 수업들은 대면수업 한다고 보면 되나요???? 확실하게?
3,그 아직 긱사 입사를 안했는데 23살이거든여...광교인디신입생들 혹시 23살이라하면 많이 불편해요?ㅜ친해지는 방법좀..
3,궁금해서 물어보는데 님들은 인스타 스토리 올리면 자기 스토리 누가 보는지 확인함?
3,굳?
3,국제 76** 없나요..? 저 혼자 쓰는 층인가요..? ??
3,국민카드 학생증 만들면 대면 수업때 저거 찍어서 출쳌 가능한거죠?
3,국문과 친구들 왜 이 과로 왔어? 최종목표? 꿈이 뭔지 궁금해
3,국문과 전공 놓친사람 혹시 있니?나만 놓쳤어...?
3,국문과 새내기인데 심리학과 3학년 수업 들어도 되는거임? 이게 됨? 장렬하게 망했어
3,국문과 16학점 걍 이대로 들을까?
3,국문 친구들아 다들 소학회 어디 들어갈거야?
3,교통시스템공학과 단톡방 왜 이렇게 조용하나요... 다른 방들도 다 조용해요? 빨리 떠들고 친구들 사귀고 싶은데 ㅠㅠ
3,교양이나 영교 다른사람이랑 바꾸려면 어떻게 바꿔야해요?
3,교시공 시간표 ㅇㄸ?월목 실화냐..
3,교수님 빌넣한사람 있음?
3,교과목 조회 및 신청에서 눌렀는데 되면 수강신청 된거지...?
3,광교관 652_인 사람??
3,과잠도 단과대 과잠도 맘에 안드는데 둘다 안사면 후회할까요?? 소외감 느껴진다거나...
3,과잠 얘기하던데 새내기는 해당사항 아니양?
3,과외하고싶다다들 과외 어찌구하는지 신기하네 그냥 김과외에 프로필 올려놓는 걸로는 안구해지겟지정시 의대인데 시급 처음에는 3만원정도 괜찮?
3,과에서 이걸로 신청하라고한 아주희망음 신청하기 쉽겠지?
3,공학인증이면 경영은 수강신청 안 되하뇨 ???
3,공대인데 영교 수강신청 실패하면 미술이나 프랑스어같이 관련없는 교양으로 학점 채워도 되나요?
3,공대에서 부전공으로 경영쪽 해보신 분 있나여?
3,공대 물리학 실험 이외에 대면 수업 없는거죠?
3,공대 남자인데 여사친들은 미팅으로 만나야 하나요?
3,공과대 신입생 올자동인데 이거 맞나요?공강 없고 1교시 3일에 오후 알바도 못하는 인생 이거 맞나요?
3,고전문학강독 듣는 사람? 물어볼게 있어ㅜㅜ
3,고영2ㅁㅅㅈ교수님 줌 들어가짐?
3,고영2 1시반 ㅁㅅㅈ교수님 수업 듣는사람 줌링크 아직 안올라온거 맞지?
3,경제학관데 교양과목 없이 그냥 전선으로 채워도 되나요..?
3,경제학과인데 영어1만 자동떴는데 다른과목 또 뜬거 있음?
3,경제학과생들아 몇학점임?
3,경제학과 친구들아 다들 영어1 선생님 누구니?
3,경제학과 신입생인데 공정거래와 정부규제 듣는 거 어떤가요 ...... ?
3,경제학과 들어와봥 아니 자동수강이 1개만 있으면 6과목을 우리보고 다 신청하라는 건 좀 너무하지 않냐? 나 4연강임 아침 9시부터해서..
3,경제원론1 버릴 사람 계신가요? 제가 주우려구요 제발 제가 아니면 안돼요 저요저요 제발 저요
3,경제원론1 11시반에 줌에서 뭐 알려주셨어요??
3,경제원론 출석 했나요??
3,경제원론 1
3,경제수학 교수님이 금욜에 수업 안하신다고 하신거 맞죠?
3,경제 친구들 중에 거시경제학 듣는 사람 있니??
3,경정시 월11
3,경영학관데 경제학과 전공선택 들으면 어떻게 됨?
3,경영학과 영교 사회과학 들으면 어케 됨??
3,경영학과 양심있으면 수강인원 늘려야하는거 아님?
3,경영학과 수강신청 ㅈ박아서 아무거나 고르다가 이문화관리? 이거 신청 됐는데 이거라도 된게 다행인거임?이문화관리가 뭐지 ㅅㅂ?
3,경영에서 이비즈 복전 질문 있습니다??1. 복수전공 전필과목이 제 1전공 전필과목과 상동 중 39학점이라는 것은 위에 나와있는 이비즈 학과의 전필을 다 들을 필요는 없고 39학점을 골라서 들으면 된다는 건가요?2. 경영 전필과 겹치는 과목도 다시 들어야 하나요? 아니면 한 번만 들으면 인정해 주는 건가요? (경영 전필과 겹치는 과목의 학점이 예를 들어 12학점이라면 27학점만 별개로 수강하면 되는 건가요?)3. 1학년 1학기에도 자신이 복전할 과의 전공 과목을 수강하는 경우가 많나요? 아니면 2학기 때부터 수강해도 충분한가요?질문 너무 많이 해서 죄송해요
3,경영 아직도 9학점인 사람??? 일단 나
3,경영 새내기분들 중에 2학기에 자동수강신청되는 과목까지 신청하는 분 있나요?
3,경영 9학점인 사람..?
3,경영 9학점 듣는 애들 나와봐 너희 몇반임?? 일단 난 C반…..
3,건축학과 영역별 교양 다들 뭐했어???
3,건축학과 영역별 교양 다들 뭐 들어??????
3,건축학과 건축의 이해나 건축설계기초 수강신청 실패해서 못 듣는 경우도 생기나요?
3,건시공 시간표 저만 억까 당했나요??
3,걍 1학기는 13학점으로 살아가도 되냐 세상이 무너지고 천지가 개벽할 정도로 망한 거임?
3,개인시간표에 자동수강신청 되어있는거 있어도 오늘 수강신청 해야하는 건가요?
3,개론 빌넣하려고 하는데 지금 19학점이라서 그런데 영고 하나빼고 메일 보내야되나요? 아니면 답장오고 영교 빼도 되나요?
3,개강일에 바로 수업 시작 할라나..? 개강일에 긱사 올라갈랬는데 실시간 수업이어서 차에서 수업 들어야하면 어캄
3,개강이 수요일인데 수욜부터 수강 정정기간이야. 그럼 신청했던 과목들 취소하고 과목 바꾸면 수업은 어찌 되는거야???
3,같이 옵치 할 수강신청 망한 친구 있니...?
3,강의페어링 잡았는데 이거 그대로 할까요 아님 교직세미나 들을까요 ….?
3,강의 사이 10분인데 뛰어가면 가능하겠지?그렇다고 믿고 싶다 ... 강의 늦게 끝나면 어카묘??
3,강독이 뭐야??오티때 듣지도 못한 말인데 수강신청 질문방에선 졸업전까지 한개를 무조건 들어야 한다네?? 이게뭐람..??
3,간호학관데 시간표 짜신 분 있나요?
3,간호는 왜 1학년 때 수학 못들엉 …???????? 듣고싶은데 교양으로…ㅠㅠ 철학 대신..
3,간호 이번학기에 교양 무조건 두과목 들어야되는데영교는 엄청 신청하기 힘들다매
3,간호 오티에서 나눠준 종이대로 수신하면 총 21학점 맞죠?
3,간호 영교를 내가 이번학기에 두개를 잡을수있을까? 처음부터 차라리 좀 인기없는걸루 해야하나??
3,간호 다음카페 나만 아직 승인 안된거니..?ㅠ
3,간호 과잠 핑크하는 사람..? 핑크가 딱 간호느낌이고 msn보다 22박히는게 더 좋아서 핑크하고 싶은데 다들 네이비하니..?ㅠ 나랑 핑크할 사람..
3,간호 18학점 있어?ㅜㅜ난 권장이 21이어도 수강신청 1개밖에 못했기도 하고 18
3,e이비즈 시간표 원래 이런가요?.. 말로만 듣던 우주공강..나는 아닐 줄 알았는데..
3,a-star 환불 받을 수 있나요?
3,9학점 자동신청 됐는데 나머지 영교 3과목 담아도 되는 건가? 18학점
3,9학점 듣는 경영학과인데정정때 학점 챙길 수 있냐..?ㅠㅜㅠ 아ㅡ으ㅡ어허허어허ㅓ유ㅠㅡㅠㅠ
3,9학점 듣는 경영인들아 너희 어떻게 할거야
3,9시 컴퓨터 프로그래밍 줌 들어갔니..? 블랙보드로 들어가려 하는데 왜 안 들어가지지
3,9시 수업시작인데 10분전에 들어가있는게 맞겠쥐??
3,6학점0람?
3,6연강 가능 불가능? 정치학개론 넣어서 학필로 채울예정인데
3,4과목 10학점만 자동으로 됐는데 나머지는 수강신청때 채우면 되나요?
3,3월2일 수업 안들어가도돼요? 정정기간이라 출석안함???
3,3시에 끝나는 강의랑 3시에 시작하는 강의 붙어있는게 이틀이나 있는데 이거 어캐함요??
3,2학기 자동신청과목 지금은 알 수 없나요?
3,2종 보통 도로주행 N수 많은편이야?
3,2인실인데 혼자 쓰는분 계신가용??
3,2시하는 아주희망 링크 올라왔나요?안보이네요
3,2시 아주희망 ㅈㅅㅈ교수님 줌 링크 아직 안나온거 맞지..?
3,24학점 무리임? 3학점 일선인데 하지말까
3,22들 동아리 들거양?
3,1학년이고 인문대인데 공강 하루 만들고 16학점vs공강없이 19학점 여러분 같으면 어떻게 하시겠어요??
3,1학년 전필 놓쳐서 2학년 1학기 미리듣고 2학년1학기때 이거 놓친거 듣는건 안됨? 서로 시기 바꿔서 듣는거..
3,1학기 때 전공 선택 꼭 하나 들어야 하나요..?
3,1시 30분에 수업이 끝나는데 다음 수업이 1시 30분에 시작하면 뛰어다녀도 지각인가요?
3,1교시부터 5연강 오바죠?
3,19학점된 사람 있음?가능하냐?
3,19학점 시간표 괜찮은가요?아주희망은 조를 짜는 거 보니까 자동일 수도 있어서 아직 안 넣었어요근데 에타랑 전자출석부 시간표 원래 15분 정도 차이나나요…?
3,18학점된 소웨??
3,155/44 과잠 사이즈 m?s?좀 널널하게 입지않나
3,1-2주차는 무조건 다 비대면 인가요?대면/비대면은 어디서 확인 할 수 있나요?
3,10시부터 1시까지 2연강 자동 신청 됐는데점심 포기하고 10시부터 4시까지 3연강 하는게 나을까요?아니면 점심을 얻고 그 뒷시간 해서 7시에 끝나는 게 나을까요??
3,10시 50분에 수강정정으로 잡은 과목이 그 전에 시작하는 과목이면 어떻게 해야 하냐...?
3,아주희망 수강신청 때 없앨 수 있나요? 반수러에요
3,소학회 들어가고 싶은데.. 소학회랑 아주희망시간이랑 겹치면 못하겠지?
3,비대면인데 기숙사 빨리들어가는 이유가 머야?? 이유가 궁금해
3,등록금고지서 출력하려 하는데왜 이렇게 뜨는 건가요?
3,1학년때 개론하나 빼구 16학점만 들어도 괜찮을까..?
3,22학번 오픈채팅방 들어가고 싶은데 코드 어떻게 알 수 있나요??ㅠㅠ
3,2학기에 컴퓨터와 인간 들을 생각인 사람?
3,3시에 하는 경영통계 출첵 어케하는지 아는사람??
3,OT때 수업하는 거 실화냐?!?
3,r프로그램 다운 문제때문에 교수님께 메일 보내려고 하는데 어떤 식으로 써야하나요?
3,world english 2 pdf 구한사람 없지..?
3,ㄱㅊㄱ교수님 불어강독 교재 뭔지 아시는 분.......?
3,ㄱㅎㅈ교수님 영어2 수업발표할때 요약이랑 느낀점만 하면 되는거죠?그 본문 내용까지 읽을 필요는 없죠?
3,간호와 문화 책 사야겠지..? 검색해도 안나오던데 학교앞 서점에는 팔려나
3,같은과에 같은 중학교 나온애 있는데 서로 전혀 1도 모르는데 연락해봐도 될까..?
3,같이 반수할사람?
3,개강총회 뒷풀이 해?
3,개강햤는데 아직 친구 없는거 정상?
3,개총 한 과 어디어디있어?
3,건축설계1 끝난거 맞지??
3,결국 ㅇㅎㅅ교수님 화학은 안하는거냐?
3,경영 반수 생각있는 사람 있어?
3,경영통계와 자료분석 저만 온라인 출석 조회 들어가도 별다른 게 안뜨나요 ㅜㅜ 칼투라??라도 깔아야하는건가... ㅜㅜㅜㅜㅜ
3,고급영어 2 ㄴㅋㄹㅅ 교수님 수업그래서 과제 있음??? 나 하나도 못알아 듣겠는디
3,고급영어 2 왜 안열려나만 못들어간거 아니지?? ㅈㅈㅅ 교수님
3,고급영어2 니콜라스 교수님 줌 공지 아직 안된거 맞죠?
3,고민 중1학년 때 19학점 안 빡셀까?걍 하나 드랍하고 16학점으로 가?
3,곧 수업인데 비비에 공지가 안뜨는데 어케해야 돼요??ㅠ
3,공대에 예쁜 사람 없어?
3,공대엔 잘생긴사람 없어??
3,과목 교환한다는게 어떻게 하는거예요?지연제 걸리면 어차피 선착순 아닌가요?
3,광교 640_ 홀수0람 ??
3,교수님이 농담곰이었으면 좋겠다...그러면 수업이 좀 더 재밌지 않을까...?
3,국제학사 쓰는데 일신관 1층 카페 처럼 의자 놓인 곳이 좋아보이는데 여기서 공부하는 거 괜찮을까요??
3,궁금한 거 있는데 원래 대면이어서 정해진 강의실이 있는 수업인데 비대면으로 바뀌었어. 근데 나는 그 전 수업이 대면이라 학교에 가야하는데 연강이라 그 다음 수업을 바로 들어야 하는데 그럴 경우에 원래 정해져있던 강의실에 가서 수업을 들어도 되는 거야??
3,글쓰기 교재 완전 새책 있는데 사실 분 있으신가요?이름 표시도 없고 문제풀이 부분 필기도 아예 없습니다!긱사 살고 있어서 직거래 가능해요
3,글쓰기 교재는 개정 안됐죠? 중고로 사도 되겠죠?
3,글쓰기 ㅇㅈㅇ교수님 수업 5시부터인줄 알고 4시 55분에 들어갔었는데 무슨 얘기 하셨나요…?? 하나도 못들어서 ㅠㅠㅠㅠ
3,글쓰기1 ㅈㅈㅎ 교수님 왜 오늘부터 바로 워크북 써도 된다는 거야?? 아직 뭐 쓰지고 않았잖아.. 한눈팔아서 잘 못 들었어 ㅠㅠ
3,기계공 단톡 둘어간 사람 있나여?? 나도 초대 좀……
3,기숙사 내일 들어가서 하루 자고 집에 가있다가 9일 날 다시 들어가도 되나요?
3,기숙사 재밌음?
3,기숙사갈때 신발 몇개정도 들고가?
3,기숙사에 있는 02 신입생 있어?
3,기숙사인데 신입생 키트 기숙사에서 받으려면 주소 뭐라고 입력 해야함? 일단 광교관입니더
3,기업가 정신과 경영 ㅇㅇㄱ 교수님 지금 줌 안 여셨지? 12시에 여는 거 맞지...?
3,기정경 ㅇㅇㄱ 교수님 수업 이 교재 맞나요??...
3,기초프랑스어1 출석 된건가? 그리고 비비에 과제 올라왔던데 해야하는건가?
3,기하러라 고등 미적 공부가 필요할거 같아서 하려는데 그냥 풍산자로 한번 보고오면 충분할까요?
3,김경일 교수님 심리학과 전공 수업 듣고 싶어서 신청한 새내기인데 '타과 2학년' 전공수업도 들으면 교양으로 인정되는 거 맞죠??
3,ㄴㅋㄹㅅ교수님 자기소개서 영어과제 3월 말까지임?
3,나 경영 여자 새내긴데 나랑 인스타 맞팔하고 같이 학식먹고 도서관에서 공부할 사람 있나~~~?~?~?~?~?~?~????
3,나 총학생회비안냈는데ㅠㅠ신입생키트못받나....?
3,남제관 입사하신분들 직선 거리 정보 좀 알려주실 수 있나요?
3,내 화학실험 조원이 오티때 안들어왔는데 ㅈ망한부분임?
3,내일 오전 9시 물실 학교 가는거지?
3,낼 문화예술비평 듣는 분??? 저거 그냥 강의만 듣고 끝내면 되는 건가여?
3,너넨 야구잠바 투표 뭘로 했엉??????
3,노트북 고심하다가 잘 산거 같은데 스펙 평가좀130만원 정도고 나중에 대학교에서 그래픽/디자인 프로그램 돌릴 용도로 샀는데 어때요?
3,녹강 강의노트에 올라오는거 맞아요? 저 다들었는데 학습종료 안눌려서 그냥 창껐는데 출석인정됬는지 어떻게 확인하나요?
3,녹강 들을때 자이닉스 깔아야되나요?그냥 보니까 출결인증 안되는것같은데..
3,녹화된 동영상 보는거 꼭 제시간에 들어야해?20분짜린데 이거 하나때문에 학교 일찍가긴 싫고.. 전날 저녁이나 당일날 저녁에 들어도 큰 문제 없겠지?아니면 확실하게 교수님께 메일로 여쭤봐야 할까?
3,논리란 무엇인가 오티 머했어??
3,논리란 무엇인가 줌랑크 아는분 아니면 어디서 확인함?
3,논리란무엇인가 송하석 교수님 줌링크 어디잇어요?????? ㅠㅠㅠㅠㅠㅠㅠ
3,니콜라스교수님 교재 어디서 구해?
3,님들 아이패드에서 아주bb로 줌 연결 안돼요?
3,님들 줌수업중에 똥마려우면 어케함?
3,다들 과 동기끼리 많이 친해졌어? 난 아닌거같애..
3,다들 동아리 가입했어 ?? 했으면 어디 ??
3,다들 비대면 수업 비율 얼마나 되나요?
3,다들 수과학 시급 얼마 받음?
3,다들 아주bb 강의계획서 들어가짐? 난 무슨 ers12009 뜨면서 안들어가지는데..
3,다들 영어2 과제 했음? 인투로 덕션
3,다들 전자출석부에 출석미인증임?
3,대면수업때 노트북을 많이 사용해요 탭을 많이 사용해요?? 수업시간엔 pdf 로 하면 탭을 더 많이 사용하나요?
3,데스크탑이라 캠 마이크 안되는데 폰 사용해서 두개로 들어가도 되나??
3,동아리 박람회 한다고 들었는데 언제 하나요??
3,디지털사운드 기초 내일 수업없고 과제제출하면 되는거죠?? 근데 과제 제출에 아무것도 없는데 어떻게 하나요??
3,맨큐의 경제학 경원2에서도 쓰나요?
3,메일 공지가 저한테만 안왔는데 이건 직접 교수님께 메일을 드려야하나요 아님 먼저 과사에 전화해볼까요ㅠㅠ?
3,목요일 10시 반 ㅈㅇㄱ 교수님 수학 첫시간 숙제 없나요?
3,문화예술비평 배속하면 출석인정 안 되나요??
3,물리학 ㄱㅈㅍ교수님 링크 어딨나요..? ㅠㅠ
3,물리학 ㄱㅈㅍ교수님 수업 줌 주소 어디있음?오늘 1시 반 마감과제는 뭐임??
3,물리학1 ㄱㅈㅍ 교수님 1주차 첫번째 과제에 아무것도 안뜨는데 이거 맞나요..?
3,물리학1 ㄱㅈㅍ 교수님 줌 링크 떴나요..? 왜 안보이징
3,물리학1 방금 수업 과제 제출만 하면 되죠?제출하니까 옆에 제출테스트? 이런게 뜨길래
3,물리학1 이거 풀수업하냐?
3,물리학1 필기 예쁘게 해서 내라는 말씀도 하셨나요?? 올려주신 피피티 맨 앞장에 필기해서 제출했는데
3,물리학1 필기한거 어떻게 제출한다고 하셨나요?? 잘 안들려서 못들었어요ㅠ
3,ㅂㅁㅈ 교수님 경영정보시스템 책 사야 될까요?
3,반수하시는 분들 다들 학고반수 하시나요??처음부터 끝까지 그냥 출석도 안하심?
3,발명과 특허 듣는사람??
3,방금 영문학과 전선 원어수업 들었는데 나는 듣기만 되지 말을 전혀 못해... 근데 왜 다들 정말 원어로 아무렇지 않게 교수와 대화가 가능하지????? 나만 못하는 건가???
3,보통 줌 링크같은건 BB에 언제까지 올라오나요..?
3,북한사회의 이해 ㄱㅈㅇ 교수님 거 올라온 거 있어...? 오늘 수강 정정 때 잡은 거라 놓친 게 있을까 싶네
3,북한사회의 이해 ㄱㅈㅇ 교수님 왜 4시 30분이 아니라 일찍 시작했는지 아는 사람 있어..??
3,북한사회의 이해 줌 들어가진 사람?
3,불어강독 줌 링크 안뜬거 맞나요??
3,브래드 교수님 수업 듣기전에 준비물이나 해야할거 이써.?.?
3,브래드 교수님 책 pdf 구하신분 계세용?!
3,브래드 영어 로그인어케해?? 9시인데 클났다
3,비밀게시판은 뭐야?
3,사 시대와 정신 아직 안시작한거 맞지?
3,사고의 심리학? 듣는 사람?
3,사과대 새내기 학생 중에서 기초과목 듣는 사람있어?뭐뭐 들어?
3,사과대에 있는 학과는 사과대 소학회만 가입할 수 있나요 ? 다른 소학회는 가입할 수 없나요 ?
3,사회학이란 무엇인가 주교재만 사면 되는거야?
3,산타나 마이풀 이용권 지급된사람?
3,생명과학 pdf 있나요..?!
3,생명과학 이영만 교수님 책 이거 사면 되는 거 맞나요?-?
3,생물다양성과 진화 어떤가요?컴프실 다음 텀 없이 바로 생물다양성과 진화인데 녹강이라는 소리가 있어서
3,생물다양성과 진화 영상 올라온 거 지금 들어도 출석인정 되나요?
3,생물학 ㅇㅊㅎ교수님 웹과제 수업 끝나고 하는거지? 전이 아니라
3,생물학1 캠벨 생명과학 교재 새로 살 거야 어니면 피뎊 구할 거야??
3,서양철학사 ㅅㅎㅈ 교수님 줌 링크 알고 계신 분 있나요..? 아주bb에도 없고 공지사항에도 없고 카톡방에도 없는데 어디서 찾아야 하나요ㅠㅠ
3,선배님들 ㅠㅜ 브래드 교수님 책 꼭 사야되나요?
3,선생님들 건축설계기초 마스킹테이프가 준비물ㄹ에 잇던데 이거 용도가 뭡니까? 그냥 문구점에 파는 거 사면되나요
3,송도에서 통학 가능해?? 목 1교시 화 2교시 있어자취할까 통학할까 고민중..
3,수 업 왜 안 끝 내..?
3,수1 교수님마다 교재 다 똑같음?? 아님 다른가
3,수1 ㅂㅅㅇ 교수님 과제 잇나요??
3,수1 ㅂㅅㅇ교수님 과제 없죠 아직?
3,수1 ㅂㅅㅇ교수님 과제 없죠?
3,수1 ㅊㅇㅇ 교수님 화금반 3월 15일까지 비대면임?
3,수1 책 이건가요? 초록색이라했는지 헷갈려서..
3,수요일아침 화실X295 이번주에 예비보고서 하나는 써가야하는건가요..?
3,수학 교재 번역판 책을 이미 가지고있는데 원어판 그냥 pdf로 중요한 단어 외우면 되겠죠?
3,수학 웹과제 사용자 로그인이라 뜨는거 밑에다 뭘 입력해야 하나요… 지금 하는거 아닌가??
3,수학 주3회 친구들아 튜터링 할꺼냐???
3,수학1 ㄱㅁㄱ 교수님이 과제나 조짜라는 말 안하셨지?
3,수학1 둘째주에도 비대면 맞겠지?
3,수학1 ㅂㅅㅅ 교수님 출첵 도대체 어떻게 한거임?나만 모르는거야? 호명도 안하고 뭐지…?아까 줌 채팅으로 누가 질문했는데도 그냥 말 없던데
3,수학1 ㅈㅇㅎ교수님 과제 권장문제라고 적혀있는거 다 푸는거 맞죠?
3,수학1 ㅊㅂㄴ교수님 책 이거 맞나요.?
3,수학1 ㅊㅇㅁ 교수님께 메일 받은 사람? 오늘 수업 때 메일 받았냐고 하시던데 난 수업 전에 받은 게 없어유 ㅠ
3,신입생인데 자느라 오늘 수업 하나도 못들었으면 ㅈ된거냐?
3,신입생키트 지금까지 못받은거면 걍 안보낸거야? 따로 어디서 받을수 있어?
3,ㅇㅈㅎ 교수님 글쓰기 아주bb에 올라온게 하나도 없는데 어떡하죠?? 4시 반 수업인데
3,ㅇㅈㅎ교수님 글쓰기 아주인성 줌 비번 아는사람….?
3,ㅇㅈㅎ교수님 글쓰기있잖아 그냥 금요일까지 글쓰기 준비해서 수업시간에 쓰면 되는거지? 뭐 그 전에 내야하는간 엊ㅅ지??
3,ㅇㅈㅎ쌤 글쓰기 수금반 얘들아 내일 글쓰기 해야하는 거 그냥 수업시간에 손으로 쓰는건가..? 이거 설명해주셨니??
3,아니 근데 줌할 때 이름 앞에 점 왜 찍는 거야??
3,아니 왜 영어로 수업해??진짜 하나도 못 알아 먹겠네 ㅋㅋㅋㅋㅋ ㅠ
3,아이패드로 아주 bb 줌 링크 안눌러지는데 그런사람?
3,아주bb에 이메일 추가 어떻게 하나요
3,아주강좌1 동영상수업이야? 아니면 비대면 풀리면 목요일날 가서 들어야 돼??
3,아주대 싸이버 대학교 나쁘지 않을지도..?
